Cocos	Lagoon	10	m	data
SFR	31-May-05			
N	E	FoodProductionRate		
250	112	0.02
250	111	0.02
250	110	0.02
250	109	0.02
250	108	0.02
250	107	0.02		
250	106	0.02		
250	105	0.02		
250	104	0.02		
250	103	0.02		
250	102	0.01		
250	101	0.01		
250	100	0.01		
250	99	0.01
250	98	0.01
250	97	0.01
250	96	0.01
250	95	0.01
250	94	0.01
250	93	0.01
250	92	0.01
250	91	0.01
250	90	0.01
250	89	0.01
250	88	0.0075
250	87	0.01
250	86	0.0075
250	85	0.0075
250	84	0.0075
250	83	0.0075
250	82	0.01
250	81	0.0075
250	80	0.0075
250	79	0.0075
250	78	0.0075
250	77	0.0075
250	76	0.0075
250	75	0.01
250	74	0.01
250	73	0.01
250	72	0.01
250	71	0.01
250	70	0.01
250	69	0.0075
250	68	0.0075
250	67	0.0075
250	66	0.0075
250	65	0.0075
250	64	0.0075
250	63	0.0075
250	62	0.0075
250	61	0.0075
250	60	0.0075
250	59	0.0075
250	58	0.0075
250	57	0.0075
250	56	0.0075
250	55	0.0075
250	54	0.02
250	53	0.02
250	52	0.02
250	51	0.02
250	50	0.02
250	49	0.02
250	48	0.02
250	47	0.02
250	46	0.02
250	45	0.02
250	44	0.02
250	43	0.02
250	42	0.02
250	41	0.02
250	40	0.02
250	39	0.02
250	38	0.02
250	37	0.02
250	36	0.02
250	35	0.02
250	34	0.02
250	33	0.02
250	32	0.02
250	31	0.02
250	30	0.02
250	29	0.02
250	28	0.02
250	27	0.02
250	26	0.02
250	25	0.02
250	24	0.02
250	23	0.02
250	22	0.02
250	21	0.02
250	20	0.02
250	19	0.02
250	18	0.02
250	17	0.02
250	16	0.02
250	15	0.02
250	14	0.02
250	13	0.02
250	12	0.02
250	11	0.02
250	10	0.02
250	9	0.02
250	8	0.02
250	7	0.02
250	6	0.02
250	5	0.02
250	4	0.02
250	3	0.02
250	2	0.02
250	1	0.02
250	0	0.02
249	112	0.02
249	111	0.02
249	110	0.02
249	109	0.02
249	108	0.02
249	107	0.01
249	106	0.01
249	105	0.01
249	104	0.01
249	103	0.01
249	102	0.01
249	101	0.01
249	100	0.01
249	99	0.01
249	98	0.01
249	97	0.01
249	96	0.01
249	95	0.01
249	94	0.01
249	93	0.01
249	92	0.01
249	91	0.01
249	90	0.01
249	89	0.01
249	88	0.01
249	87	0.01
249	86	0.0075
249	85	0.0075
249	84	0.0075
249	83	0.0075
249	82	0.0075
249	81	0.0075
249	80	0.0075
249	79	0.0075
249	78	0.0075
249	77	0.0075
249	76	0.0075
249	75	0.01
249	74	0.01
249	73	0.01
249	72	0.01
249	71	0.01
249	70	0.01
249	69	0.01
249	68	0.01
249	67	0.0075
249	66	0.0075
249	65	0.0075
249	64	0.0075
249	63	0.0075
249	62	0.0075
249	61	0.0075
249	60	0.0075
249	59	0.0075
249	58	0.0075
249	57	0.02
249	56	0.02
249	55	0.02
249	54	0.02
249	53	0.02
249	52	0.02
249	51	0.02
249	50	0.02
249	49	0.02
249	48	0.02
249	47	0.02
249	46	0.0075
249	45	0.0075
249	44	0.0075
249	43	0.0075
249	42	0.0075
249	41	0.0075
249	40	0.0125
249	39	0.0125
249	38	0.02
249	37	0.02
249	36	0.02
249	35	0.02
249	34	0.02
249	33	0.02
249	32	0.02
249	31	0.02
249	30	0.02
249	29	0.02
249	28	0.02
249	27	0.0125
249	26	0.02
249	25	0.02
249	24	0.02
249	23	0.02
249	22	0.02
249	21	0.02
249	20	0.02
249	19	0.02
249	18	0.02
249	17	0.02
249	16	0.02
249	15	0.02
249	14	0.02
249	13	0.02
249	12	0.02
249	11	0.02
249	10	0.02
249	9	0.02
249	8	0.02
249	7	0.02
249	6	0.02
249	5	0.02
249	4	0.02
249	3	0.02
249	2	0.02
249	1	0.02
249	0	0.02
248	112	0.01
248	111	0.01
248	110	0.01
248	109	0.01
248	108	0.01
248	107	0.01
248	106	0.01
248	105	0.01
248	104	0.01
248	103	0.01
248	102	0.01
248	101	0.01
248	100	0.01
248	99	0.01
248	98	0.01
248	97	0.01
248	96	0.01
248	95	0.01
248	94	0.01
248	93	0.01
248	92	0.01
248	91	0.01
248	90	0.01
248	89	0.01
248	88	0.01
248	87	0.0075
248	86	0.0075
248	85	0.0075
248	84	0.0075
248	83	0.0075
248	82	0.01
248	81	0.0075
248	80	0.01
248	79	0.0075
248	78	0.0075
248	77	0.0075
248	76	0.01
248	75	0.01
248	74	0.01
248	73	0.01
248	72	0.01
248	71	0.01
248	70	0.01
248	69	0.01
248	68	0.0075
248	67	0.0075
248	66	0.0075
248	65	0.0075
248	64	0.0075
248	63	0.0075
248	62	0.0075
248	61	0.0075
248	60	0.0075
248	59	0.0075
248	58	0.02
248	57	0.02
248	56	0.02
248	55	0.02
248	54	0.02
248	53	0.02
248	52	0.02
248	51	0.02
248	50	0.02
248	49	0.02
248	48	0.02
248	47	0.0075
248	46	0.0075
248	45	0.0075
248	44	0.0075
248	43	0.0075
248	42	0.0075
248	41	0.0075
248	40	0.0125
248	39	0.0125
248	38	0.0125
248	37	0.02
248	36	0.02
248	35	0.02
248	34	0.02
248	33	0.02
248	32	0.02
248	31	0.02
248	30	0.02
248	29	0.0125
248	28	0.02
248	27	0.02
248	26	0.02
248	25	0.02
248	24	0.02
248	23	0.02
248	22	0.02
248	21	0.02
248	20	0.02
248	19	0.02
248	18	0.02
248	17	0.02
248	16	0.02
248	15	0.02
248	14	0.02
248	13	0.02
248	12	0.02
248	11	0.02
248	10	0.02
248	9	0.02
248	8	0.02
248	7	0.02
248	6	0.02
248	5	0.02
248	4	0.02
248	3	0.02
248	2	0.02
248	1	0.02
248	0	0.02
247	112	0.01
247	111	0.01
247	110	0.01
247	109	0.01
247	108	0.01
247	107	0.01
247	106	0.01
247	105	0.01
247	104	0.01
247	103	0.01
247	102	0.01
247	101	0.01
247	100	0.01
247	99	0.01
247	98	0.01
247	97	0.01
247	96	0.01
247	95	0.01
247	94	0.01
247	93	0.01
247	92	0.0075
247	91	0.0075
247	90	0.0075
247	89	0.01
247	88	0.01
247	87	0.0075
247	86	0.0075
247	85	0.0075
247	84	0.01
247	83	0.0075
247	82	0.01
247	81	0.01
247	80	0.01
247	79	0.0075
247	78	0.0075
247	77	0.0075
247	76	0.0075
247	75	0.0075
247	74	0.0075
247	73	0.01
247	72	0.01
247	71	0.01
247	70	0.01
247	69	0.01
247	68	0.0075
247	67	0.0075
247	66	0.0075
247	65	0.0075
247	64	0.0075
247	63	0.0075
247	62	0.0075
247	61	0.0075
247	60	0.0075
247	59	0.02
247	58	0.02
247	57	0.02
247	56	0.02
247	55	0.02
247	54	0.02
247	53	0.02
247	52	0.02
247	51	0.02
247	50	0.02
247	49	0.02
247	48	0.02
247	47	0.0075
247	46	0.0075
247	45	0.0075
247	44	0.0075
247	43	0.0075
247	42	0.0075
247	41	0.0075
247	40	0.0125
247	39	0.0125
247	38	0.0125
247	37	0.0125
247	36	0.02
247	35	0.02
247	34	0.02
247	33	0.02
247	32	0.02
247	31	0.02
247	30	0.02
247	29	0.02
247	28	0.02
247	27	0.02
247	26	0.02
247	25	0.02
247	24	0.02
247	23	0.02
247	22	0.02
247	21	0.02
247	20	0.02
247	19	0.02
247	18	0.02
247	17	0.02
247	16	0.02
247	15	0.02
247	14	0.02
247	13	0.02
247	12	0.02
247	11	0.02
247	10	0.02
247	9	0.02
247	8	0.02
247	7	0.02
247	6	0.02
247	5	0.02
247	4	0.02
247	3	0.02
247	2	0.02
247	1	0.0125
247	0	0.0125
246	112	0.01
246	111	0.01
246	110	0.01
246	109	0.01
246	108	0.01
246	107	0.01
246	106	0.01
246	105	0.01
246	104	0.01
246	103	0.01
246	102	0.01
246	101	0.01
246	100	0.01
246	99	0.01
